Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20
-0.4950245577097744,-1.8287836290837287,0.48410279858707084,-0.6755460306995985,-0.8981457883645323,3.8546341228128638,0.21129163921747607,-1.2130339373507522,-1.5918010554310749,1.377596297230476,1.2489476246376507,0.6821695145092324,-0.3952642844061527,0.7624534944017316,-1.5274048908010252,-0.37463226343066225,1.1969920000785375,,0.08584068091537173,0.3414541337486442
1.572605006066246,5.60961096877022,1.2580502938286031,-2.710721722936194,5.330489456202024,,-1.5181715878479434,3.11745402393477,-0.8267098114032495,,,-3.011285058599831,-0.9499181048337144,-2.03652040132509,-0.6697894698922082,3.549607855974673,0.611572855156968,,-1.27577929938655,-1.001744932812225
2.6169005424009804,4.261993669058521,0.3010024539494893,1.0287903260483655,-3.1120260019079904,-2.616478312905121,2.5936757003597206,2.7217250627988125,-2.561418269416456,-6.133802525335656,2.977546925021856,-1.4334386471291614,0.9233495607420343,-0.12146580118307271,,,-5.018494736290777,,,
0.4433317786331291,0.8700115061100349,-0.7972307864758059,-0.15576215617050215,-3.6175105412817983,-0.09830610463214773,2.2341516999970588,1.0215338665647766,-1.3608890517033356,-3.2251487161501005,,1.536011438198461,1.2071955128283072,1.7768637073183524,-3.6141362035605473,-2.8720384496679703,,2.2908656207624523,-1.4511315441691799,0.5555087331046595
1.948536859019975,1.031873725260978,1.7902420774501486,0.8430606979838975,-0.8517457189186336,-1.9117160492691796,2.934651229263513,,-1.9169413705300458,,-1.807588951708043,0.8929989544334194,-1.7953267674271995,-1.5885152748954767,-1.188375168083065,-3.981969832270619,-1.7381904542540108,0.6720874974527299,1.3720235954672289,
-1.1989730323902112,-2.031384168077313,-0.35186058714983837,-0.9110419549623681,-3.4397254336660796,-0.9053336204815391,2.9441351319903863,0.008661622923008885,0.8944936201500464,,1.7506500320453808,2.6145364928876984,-0.4208808686368874,,0.7284783380403748,-1.9648490090890434,-1.4987140739709883,1.287508697499892,0.9366011733225875,
1.6049778697680006,5.828969853503679,1.5842111627510236,-1.1664191213498034,6.802419731647146,,-1.875267337113096,,,-2.4188508755775118,-4.45473977654473,-4.7560783022014075,-0.7564615858246643,-2.471941559217716,-0.9530476492175466,5.292365984699413,,,-0.5477867571404864,-2.0640419362878104
0.8681145978324181,1.3722030732629031,-2.0394206520036207,4.196671593206043,0.41729747334276274,-4.253960104561449,-1.3407916373337567,-0.23066596719553067,2.177131755298959,,-2.686051536664585,-1.2900555942193968,2.2137638695132935,-2.0560181485438385,0.9671766254872711,-0.6738720162114487,,2.1730975164400883,-2.02800603915667,0.839848784575561
1.9270348397602641,2.507537052864559,1.2277011408646095,1.431181178552627,-0.18834292156220028,1.6174595315063114,1.4315010302313325,1.085357621198558,,-3.6232573705698683,-0.9880105774242136,-1.9304352538957574,,-0.2883379357684345,-3.906786071793351,-2.956590047347578,-1.6354537298107958,0.39693955862194147,,
0.8086525783254372,1.9901920478660178,-0.4205954001581158,-0.9583229923026564,,3.158011312174596,1.3298062996082916,0.17252158379940924,,-4.362580845073569,5.426921865653963,-0.25583435172471714,1.4854222802146655,,-4.228267095733464,-1.6316402549782762,-2.4578821658273924,0.7574622805421967,-2.1721570325921884,2.8283603361543577
-1.2780209865512673,-4.155178731938724,-0.16989652809599054,,-1.2717800067846488,-0.7930490765546574,,-1.541571421775234,2.9723438754564317,5.757424566696123,-1.4280100695104858,2.907184842668631,-0.02503230446031146,,3.286769751798313,0.7652850915770969,1.499168369142099,-0.23061893113929477,1.2736619072911122,-0.36972813713805724
,-6.299802008821681,-0.04395732709616601,-0.7935676406017029,-1.8963085232894388,,0.3674006313162895,-2.27567363887834,2.369976641708229,,,3.8273030721344514,,-0.015999518190470796,4.956000332068138,,,0.35345121755136183,2.065428805975799,
-0.6322487257518532,,-0.48421318598576574,,,-4.526843657770152,,0.15221822272939717,4.037264756664019,1.3507521676249372,-2.7629383292549705,1.0472177723947445,,-1.041228874934729,2.011996268237878,,-0.13106107962883728,1.3208644398972575,0.3812052213488246,-0.49236850928402265
0.3868701772208532,,-0.4669614257722263,,-0.44290024715282494,2.0827712320270133,2.01976990504637,-0.7497882341446037,-2.986622737284166,-0.7929258489105351,1.2836625961823138,-0.2773707412272989,-1.0584072328751124,0.6385844781192485,-2.3441977511658036,-1.4151300423306548,0.2579950846933624,-1.5057174255597654,1.1767634381210188,-2.232931585199833
,5.874541545655872,1.7189448399103686,,2.8026622118863855,6.003174299440119,-1.6934562218470708,-0.4375655416349926,,,-0.7513372586238483,,2.2490080838772286,0.6802032584990947,,-2.700111596178424,0.2267007782753328,-3.1796027658292645,-1.9800644578172486,1.72845674773176
2.338464160105158,1.4305448709293893,0.8791652660987155,,,2.7469300151772926,,-0.9514968043770189,-5.2058891116982595,-3.753492558404396,-0.3738955618607758,-1.0486114764458023,1.6665488636748373,0.3350550758294674,-4.565936501782119,,-1.3704629958939607,,,-0.9399721661983775
0.9739039004406987,5.140981640716047,,-1.4675946479775723,0.48489725149418694,0.1822254190244742,1.7787445262691821,,-2.104328789689807,,2.9360999154428917,-2.4195066241885717,,0.10253918604318979,,0.5995880466477856,-1.954650438762708,-0.3283574696321226,,
-0.152692766413063,3.681767059269378,0.6327909665609717,-1.3842187646617417,3.1693159430072675,-1.2120320287666664,,1.3276665460921573,,-1.2398668374476332,-0.806641272691724,,0.11691882433909745,,,2.478674601009323,0.057394417032032005,-0.7135396213951166,-0.48749335226111334,-0.6603694877100875
2.1115934367878793,3.6302774902449912,0.2698890126641763,2.283092169678965,2.737031554645176,-0.4032918947641039,-0.6646368058534062,0.6647001044081288,-1.937190396685912,-2.435959248793609,-3.0634016725097344,,1.6272359343618237,-1.170991120337165,,,0.05568229718397105,-0.8173963597230689,0.45044173805105203,-1.5586227107437067
,2.4098441121751364,,-1.0981055733662106,,-0.07259607872224398,-0.5583791475020874,1.879423654865775,0.5135164979996172,-1.9621717156876635,,-1.5312408135942985,0.8188646277610908,1.4475210991102823,-0.5884923343425851,,-1.5507395916402302,1.1597903250628958,-2.2136089641803833,3.9042952822578685
,0.4987116914316574,-0.872932893635052,,-1.7518340605585465,-2.2239666462305943,,0.6117821266096504,,-0.7388032242128413,,,0.8886121173109158,0.7613087723149571,0.4416643516348034,-0.2667235182295747,-1.0550703100621202,2.2200005777647207,-1.1381372420408526,
2.9523710109398786,6.074478217336871,1.1419579984051778,0.39703379758275475,5.939015836166705,2.391518811370277,,,-2.4292636798241745,-3.2938900403202567,-4.2867189037357445,-5.758897350276827,-0.41187657391695665,-1.3321804190406716,-2.226038536418285,2.4648519528748443,1.9229131961157573,-3.6679586473201695,-1.2699536637452133,
,-1.5094320056435313,-2.5436478459294243,-1.2119068609941277,-1.995060817714645,4.717384561627793,-2.8501340956988233,-2.953354519285714,-0.10178851853847343,0.7563313903750025,,0.1515368762276365,2.1958626313667615,3.26040118002529,-0.9459450027463941,2.111379382362458,2.0220104826335596,-1.2528058374717894,-2.6619206875294474,6.791847122069717
-0.007623807028106611,-4.326704983898267,-1.250724836631871,1.8937063779892698,-0.2015967412721654,0.8111858003096413,-1.5308810555391443,,,3.2881365208516296,,0.16743275022926163,,0.6386118641672014,3.147809026235146,-0.03257733977934446,2.6718523041930013,-0.7121023780678355,,0.6579808900589099
-0.7363617522514154,-0.9486251545117135,0.13402999697617002,-3.0077460125031803,-1.458345765089895,-3.406685097862412,2.7160080069054477,1.4053563356878338,2.978891486809659,1.037621442835839,,3.647389854122509,-3.0228934956696136,-0.2755800151380374,3.297166089496598,0.09538544866331039,-1.724480191188749,1.409121767713902,1.3134044122101347,-3.5916563130095946
1.4269249780113218,-3.9481722140379167,-0.4589384194034549,2.577157350737839,-3.601988236533315,,1.4628873593983864,-2.7168727456762896,-1.413084679797698,1.2676167884513392,-2.0601977590638505,3.3221748866436003,-1.4249440822432733,-0.5263826932355457,0.07545311331246557,-4.930315213793019,0.28002965001025537,,2.816061912280886,
