date,X1,X2,X3,X4,X5,X6,Y
2016-07-01 00:00:00,5.8270001411438,2.0090000629425,1.59899997711182,0.462000012397766,4.20300006866455,1.3400000333786,30.5310001373291
2016-07-01 01:00:00,5.69299983978272,2.07599997520447,1.49199998378754,0.425999999046326,4.14200019836426,1.37100005149841,27.7870006561279
2016-07-01 02:00:00,5.15700006484985,1.74100005626678,1.27900004386902,0.354999989271164,3.77699995040894,1.21800005435944,27.7870006561279
2016-07-01 03:00:00,5.09000015258789,1.94200003147125,1.27900004386902,0.391000002622604,3.80699992179871,1.27900004386902,25.0440006256103
2016-07-01 04:00:00,5.35799980163574,1.94200003147125,1.49199998378754,0.462000012397766,3.86800003051758,1.27900004386902,21.9479999542236
2016-07-01 05:00:00,5.62599992752075,2.14299988746643,1.52799999713898,0.532999992370606,4.05100011825562,1.37100005149841,21.173999786377
2016-07-01 06:00:00,7.16699981689453,2.94700002670288,2.13199996948242,0.782000005245209,5.02600002288818,1.85800004005432,22.7919998168945
2016-07-01 07:00:00,7.43499994277954,3.28200006484985,2.30999994277954,1.03100001811981,5.08699989318848,2.22399997711182,23.1439990997314
2016-07-01 08:00:00,5.55900001525879,3.01399993896484,2.45199990272522,1.17299997806549,2.95499992370605,1.432000041008,21.6669998168945
2016-07-01 09:00:00,4.55499982833862,2.54500007629395,1.9190000295639,0.816999971866608,2.6800000667572,1.37100005149841,17.4459991455078
2016-07-01 10:00:00,4.95699977874756,2.54500007629395,1.99000000953674,0.852999985218048,2.95499992370605,1.49199998378754,19.9790000915527
2016-07-01 11:00:00,5.76000022888184,2.54500007629395,2.20300006866455,0.852999985218048,3.44199991226196,1.49199998378754,20.1189994812012
2016-07-01 12:00:00,4.68900012969971,2.54500007629395,1.81200003623962,0.852999985218048,2.83299994468689,1.52300000190735,19.2049999237061
2016-07-01 13:00:00,4.68900012969971,2.67899990081787,1.77699995040894,1.24399995803833,3.10700011253357,1.6139999628067,18.57200050354
2016-07-01 14:00:00,5.09000015258789,2.94700002670288,2.45199990272522,1.35000002384186,2.55900001525879,1.432000041008,19.5559997558594
2016-07-01 15:00:00,5.09000015258789,3.14800000190735,2.48699998855591,1.35000002384186,2.58899998664856,1.52300000190735,17.3050003051758
2016-07-01 16:00:00,4.21999979019165,2.41100001335144,1.7059999704361,0.782000005245209,2.61899995803833,1.49199998378754,19.4860000610352
2016-07-01 17:00:00,4.75600004196167,2.34400010108948,1.63499999046326,0.711000025272369,3.07599997520447,1.49199998378754,19.1340007781982
2016-07-01 18:00:00,5.62599992752075,2.88000011444092,2.52300000190735,1.20799994468689,3.07599997520447,1.49199998378754,20.681999206543
2016-07-01 19:00:00,5.49200010299683,3.01399993896484,2.45199990272522,1.20799994468689,3.01500010490417,1.55299997329712,18.7119998931885
2016-07-01 20:00:00,5.35799980163574,3.01399993896484,2.45199990272522,1.20799994468689,2.86299991607666,1.52300000190735,17.8680000305176
2016-07-01 21:00:00,5.09000015258789,2.94700002670288,2.38100004196167,1.20799994468689,2.6800000667572,1.52300000190735,18.0090007781982
2016-07-01 22:00:00,4.82299995422363,2.94700002670288,2.20300006866455,1.17299997806549,2.61899995803833,1.52300000190735,18.0090007781982
2016-07-01 23:00:00,4.62200021743774,2.88000011444092,2.13199996948242,1.13699996471405,2.46700000762939,1.49199998378754,19.7679996490479
2016-07-02 00:00:00,5.22399997711182,3.08100008964539,2.70099997520447,1.31500005722046,2.43700003623962,1.52300000190735,21.1040000915527
2016-07-02 01:00:00,5.15700006484985,3.01399993896484,2.87800002098083,1.35000002384186,2.34500002861023,1.432000041008,19.69700050354
2016-07-02 02:00:00,5.15700006484985,3.14800000190735,2.87800002098083,1.49199998378754,2.28399991989136,1.432000041008,20.048999786377
2016-07-02 03:00:00,5.15700006484985,3.08100008964539,2.91400003433228,1.49199998378754,2.19300007820129,1.40100002288818,20.7520008087158
2016-07-02 04:00:00,4.55499982833862,3.08100008964539,2.45199990272522,1.49199998378754,2.19300007820129,1.40100002288818,21.3850002288818
2016-07-02 05:00:00,5.42500019073486,3.28200006484985,3.09200000762939,1.7059999704361,2.43700003623962,1.46200001239777,22.2299995422363
2016-07-02 06:00:00,5.49200010299683,3.28200006484985,2.52300000190735,1.49199998378754,2.98499989509583,1.46200001239777,20.2600002288818
2016-07-02 07:00:00,5.62599992752075,3.21499991416931,2.48699998855591,1.49199998378754,3.07599997520447,1.52300000190735,21.1040000915527
2016-07-02 08:00:00,5.55900001525879,3.28200006484985,2.59400010108948,1.66999995708466,2.92400002479553,1.52300000190735,20.6119995117187
2016-07-02 09:00:00,5.22399997711182,3.21499991416931,2.55900001525879,1.56400001049042,2.6800000667572,1.46200001239777,18.3610000610352
2016-07-02 10:00:00,9.91300010681152,4.95699977874756,6.64499998092651,3.3050000667572,3.0460000038147,1.55299997329712,20.9629993438721
2016-07-02 11:00:00,11.7880001068115,5.42500019073486,8.17300033569336,2.52300000190735,3.68600010871887,1.67499995231628,19.4160003662109
2016-07-02 12:00:00,9.64500045776367,4.95699977874756,6.7519998550415,2.13199996948242,3.10700011253357,1.82799994945526,20.8229999542236
2016-07-02 13:00:00,10.3819999694824,5.76000022888184,7.46199989318848,2.55900001525879,2.98499989509583,1.76699995994568,20.1900005340576
2016-07-02 14:00:00,8.77400016784668,4.68900012969971,6.11199998855591,2.02500009536743,2.89400005340576,1.9190000295639,21.3150005340576
2016-07-02 15:00:00,10.4490003585815,5.15700006484985,6.96500015258789,2.45199990272522,2.7720000743866,1.73599994182587,22.0189990997314
2016-07-02 16:00:00,9.8459997177124,4.82299995422363,7.03599977493286,2.66499996185303,2.89400005340576,1.76699995994568,20.681999206543
2016-07-02 17:00:00,9.91300010681152,4.82299995422363,6.89400005340576,2.41599988937378,3.22900009155273,1.73599994182587,25.4659996032715
2016-07-02 18:00:00,10.6499996185303,4.68900012969971,6.92899990081787,2.45199990272522,3.38100004196167,1.79700005054474,25.8880004882812
2016-07-02 19:00:00,10.1140003204346,4.35400009155273,6.64499998092651,1.81200003623962,3.10700011253357,1.73599994182587,27.8570003509521
2016-07-02 20:00:00,9.97999954223633,4.15299987792969,6.57399988174439,1.9539999961853,3.41100001335144,1.76699995994568,27.2950000762939
2016-07-02 21:00:00,9.3100004196167,4.21999979019165,6.00500011444092,2.13199996948242,3.22900009155273,1.85800004005432,22.2299995422363
2016-07-02 22:00:00,9.44400024414062,4.62200021743774,6.96500015258789,2.16799998283386,2.95499992370605,1.85800004005432,21.9479999542236
2016-07-02 23:00:00,9.44400024414062,4.28700017929077,6.82299995422363,2.55900001525879,2.58899998664856,1.73599994182587,27.2950000762939
2016-07-03 00:00:00,10.3819999694824,5.42500019073486,7.60400009155273,2.30999994277954,2.95499992370605,1.67499995231628,29.3349990844727
2016-07-03 01:00:00,9.7790002822876,5.22399997711182,6.71600008010864,2.84299993515015,2.65000009536743,1.67499995231628,26.0279998779297
2016-07-03 02:00:00,10.3819999694824,4.68900012969971,7.32000017166138,2.20300006866455,2.98499989509583,1.85800004005432,24.3400001525879
2016-07-03 03:00:00,9.7790002822876,4.15299987792969,6.82299995422363,1.99000000953674,2.52800011634827,1.67499995231628,26.4500007629394
2016-07-03 04:00:00,10.7170000076294,4.75600004196167,7.35599994659424,2.80699992179871,2.65000009536743,1.79700005054474,25.9580001831055
2016-07-03 05:00:00,10.3149995803833,4.68900012969971,7.39099979400635,2.45199990272522,2.92400002479553,1.85800004005432,24.0590000152588
2016-07-03 06:00:00,12.5920000076294,5.22399997711182,8.67099952697754,2.20300006866455,3.71600008010864,1.94900000095367,25.3250007629395
2016-07-03 07:00:00,11.1190004348755,4.62200021743774,7.88899993896484,2.84299993515015,3.625,1.9190000295639,23.636999130249
2016-07-03 08:00:00,10.6499996185303,4.4210000038147,7.03599977493286,2.02500009536743,3.59400010108948,1.9190000295639,26.3799991607666
2016-07-03 09:00:00,10.0469999313355,4.21999979019165,6.43200016021729,1.66999995708466,3.68600010871887,1.94900000095367,27.3649997711182
2016-07-03 10:00:00,11.7209997177124,5.09000015258789,7.88899993896484,2.55900001525879,3.56399989128113,1.85800004005432,28.068000793457
2016-07-03 11:00:00,12.1230001449585,5.35799980163574,8.06599998474121,2.48699998855591,4.08199977874756,1.9190000295639,29.4750003814697
2016-07-03 12:00:00,9.97999954223633,5.02299976348877,6.85799980163574,2.55900001525879,3.28999996185303,1.85800004005432,26.8020000457764
2016-07-03 13:00:00,9.24300003051758,4.95699977874756,6.28999996185303,2.63000011444092,3.13700008392334,1.88800001144409,29.9680004119873
2016-07-03 14:00:00,10.1809997558594,5.42500019073486,7.17799997329712,3.01999998092651,3.07599997520447,1.88800001144409,30.3899993896484
2016-07-03 15:00:00,9.64500045776367,5.42500019073486,7.10699987411499,2.66499996185303,3.01500010490417,1.82799994945526,31.1639995574951
2016-07-03 16:00:00,9.7790002822876,4.8899998664856,6.50299978256226,2.98499989509583,3.07599997520447,2.00999999046326,29.7569999694824
2016-07-03 17:00:00,11.1190004348755,5.15700006484985,7.32000017166138,2.91400003433228,3.80699992179871,1.98000001907349,32.2890014648438
2016-07-03 18:00:00,11.0520000457764,4.95699977874756,7.39099979400635,2.52300000190735,3.68600010871887,1.98000001907349,31.9379997253418
2016-07-03 19:00:00,10.7840003967285,4.8899998664856,7.21400022506714,2.48699998855591,3.59400010108948,1.88800001144409,28.5610008239746
2016-07-03 20:00:00,11.1859998703003,4.8899998664856,7.17799997329712,2.34500002861023,3.96000003814697,1.9190000295639,21.5259990692139
2016-07-03 21:00:00,10.4490003585815,4.8899998664856,6.6100001335144,2.30999994277954,3.80699992179871,2.04099988937378,22.2299995422363
2016-07-03 22:00:00,9.57800006866455,5.76000022888184,6.78700017929077,3.12700009346008,3.2590000629425,1.88800001144409,19.4160003662109
